lon,lat,name,address,pname,cityname,business_area,type
112.65539052641606,26.950255520094228,湘江大桥,石鼓区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.55058580129861,26.965687386011247,三关町大桥,石鼓区,湖南省,衡阳市,,地名地址信息;交通地名;桥
111.7811784171524,26.9982000365942,半山桥,祁东县,湖南省,衡阳市,,地名地址信息;交通地名;桥
111.76641729702813,26.955052801150302,四里圆中桥,祁东县,湖南省,衡阳市,,地名地址信息;交通地名;桥
111.74579370339667,26.820191621821632,祁水二桥,祁东县,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.65785904646799,26.827538219449156,湘江三桥,雁峰区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.65847030759807,26.81856045732565,东阳渡桥,雁峰区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.85914181280779,26.41864408485716,耒阳大桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.8777523917841,26.368445844581334,耒水大桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
113.10171397715774,26.39921400617024,许家桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.86016992309945,26.393246999700906,鹿岐峰大桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.93489469567714,26.217591912344794,仙人桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.68185574321197,26.16190167891264,上洲大桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.88856197751537,26.434385913598117,耒水大桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.79294939180687,26.41561571564416,合道亭桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.73617286679956,26.2985797285599,溢洪桥,耒阳市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.53114434557698,26.890562790152575,蒸潭桥,蒸湘区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.57303425894845,26.88320482442397,杨柳大桥,蒸湘区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.539690134933,26.901099592145343,合创大桥,蒸湘区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.53959219449715,26.897160222975412,蒸阳大桥,蒸湘区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.54734080170523,26.91883755666377,蒋家湾大桥,蒸湘区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.5161833795821,26.888544464991114,呆鹰岭大桥,蒸湘区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.54028605730252,26.90762247789772,拓里渡桥,蒸湘区,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.30494030493792,26.49160301996542,河洲大桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.37690864581299,26.42771117306742,宜水大桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.39318025883706,26.41824585264988,潭水大桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.43749404219562,26.402827809607885,曲潭大桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.23961533670308,26.391325885023228,官岭西桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.6145998675744,26.588373698844585,钟家桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.24945256073661,26.393870804052252,官岭东桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.36341857327989,26.321725599430778,陈家桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.55150329537413,26.588467658729353,陈家洲湘江大桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.46683669956131,26.24278162190683,友谊桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
112.49354675692467,26.169634504909368,老屋场特大桥,常宁市,湖南省,衡阳市,,地名地址信息;交通地名;桥
